code,country,partner_country,rel_import_change,date
ARE,United Arab Emirates,COD,-0.413921753,8/12/2025
ARE,United Arab Emirates,BGD,-0.244205494,8/12/2025
ARE,United Arab Emirates,PAK,-0.21376893,8/12/2025
ARE,United Arab Emirates,USA,-0.168414797,8/12/2025
ARE,United Arab Emirates,CAN,-0.119746694,8/12/2025
ARE,United Arab Emirates,AGO,-0.092880685,8/12/2025
ARE,United Arab Emirates,GBR,-0.056287285,8/12/2025
ARE,United Arab Emirates,BRA,-0.051252484,8/12/2025
ARE,United Arab Emirates,COL,-0.0510999,8/12/2025
ARE,United Arab Emirates,RUS,-0.049226977,8/12/2025
ARE,United Arab Emirates,NGA,-0.039773265,8/12/2025
ARE,United Arab Emirates,MEX,-0.038870066,8/12/2025
ARE,United Arab Emirates,ROW,-0.038452479,8/12/2025
ARE,United Arab Emirates,STP,-0.033449196,8/12/2025
ARE,United Arab Emirates,CMR,-0.027846928,8/12/2025
ARE,United Arab Emirates,SEN,-0.023344793,8/12/2025
ARE,United Arab Emirates,SAU,-0.022931701,8/12/2025
ARE,United Arab Emirates,NOR,-0.020536573,8/12/2025
ARE,United Arab Emirates,CIV,-0.019640784,8/12/2025
ARE,United Arab Emirates,EGY,-0.016309034,8/12/2025
ARE,United Arab Emirates,CHN,-0.014095205,8/12/2025
ARE,United Arab Emirates,KHM,-0.013859308,8/12/2025
ARE,United Arab Emirates,IND,-0.01382766,8/12/2025
ARE,United Arab Emirates,HKG,-0.011184296,8/12/2025
ARE,United Arab Emirates,EU,-0.009752814,8/12/2025
ARE,United Arab Emirates,CHL,-0.007029013,8/12/2025
ARE,United Arab Emirates,SGP,-0.006222844,8/12/2025
ARE,United Arab Emirates,PER,-0.005455044,8/12/2025
ARE,United Arab Emirates,ARE,-0.002913061,8/12/2025
ARE,United Arab Emirates,TUN,6.29392815298946e-05,8/12/2025
ARE,United Arab Emirates,AUS,0.001477605,8/12/2025
ARE,United Arab Emirates,JOR,0.001717727,8/12/2025
ARE,United Arab Emirates,JPN,0.002828178,8/12/2025
ARE,United Arab Emirates,UKR,0.007460948,8/12/2025
ARE,United Arab Emirates,PHL,0.007771975,8/12/2025
ARE,United Arab Emirates,NZL,0.010028604,8/12/2025
ARE,United Arab Emirates,IDN,0.010572249,8/12/2025
ARE,United Arab Emirates,MYS,0.011433563,8/12/2025
ARE,United Arab Emirates,KAZ,0.011946261,8/12/2025
ARE,United Arab Emirates,TUR,0.012530785,8/12/2025
ARE,United Arab Emirates,MAR,0.017442959,8/12/2025
ARE,United Arab Emirates,ISL,0.019562581,8/12/2025
ARE,United Arab Emirates,THA,0.020453029,8/12/2025
ARE,United Arab Emirates,TWN,0.020661854,8/12/2025
ARE,United Arab Emirates,CHE,0.025574027,8/12/2025
ARE,United Arab Emirates,ARG,0.026063196,8/12/2025
ARE,United Arab Emirates,ZAF,0.026595096,8/12/2025
ARE,United Arab Emirates,KOR,0.034442567,8/12/2025
ARE,United Arab Emirates,VNM,0.036308816,8/12/2025
ARE,United Arab Emirates,BRN,0.048972125,8/12/2025
ARE,United Arab Emirates,BLR,0.090830832,8/12/2025
ARE,United Arab Emirates,CRI,0.103737861,8/12/2025
ARE,United Arab Emirates,ISR,0.272975719,8/12/2025
ARE,United Arab Emirates,LAO,0.425449356,8/12/2025
ARE,United Arab Emirates,MMR,0.546302573,8/12/2025
ARG,Argentina,CMR,-0.481531342,8/12/2025
ARG,Argentina,SEN,-0.470334036,8/12/2025
ARG,Argentina,USA,-0.196918968,8/12/2025
ARG,Argentina,PAK,-0.16927707,8/12/2025
ARG,Argentina,LAO,-0.15926001,8/12/2025
ARG,Argentina,CAN,-0.142818166,8/12/2025
ARG,Argentina,IDN,-0.087576479,8/12/2025
ARG,Argentina,GBR,-0.072042895,8/12/2025
ARG,Argentina,HKG,-0.055141989,8/12/2025
ARG,Argentina,TWN,-0.052237771,8/12/2025
ARG,Argentina,JOR,-0.045318933,8/12/2025
ARG,Argentina,SAU,-0.03144534,8/12/2025
ARG,Argentina,SGP,-0.013193812,8/12/2025
ARG,Argentina,COL,-0.011943935,8/12/2025
ARG,Argentina,EU,-0.004711994,8/12/2025
ARG,Argentina,ZAF,-0.002610602,8/12/2025
ARG,Argentina,ARG,-0.002148079,8/12/2025
ARG,Argentina,NGA,0.001044805,8/12/2025
ARG,Argentina,CHN,0.001554329,8/12/2025
ARG,Argentina,ARE,0.006566693,8/12/2025
ARG,Argentina,JPN,0.006787553,8/12/2025
ARG,Argentina,PER,0.013141821,8/12/2025
ARG,Argentina,STP,0.013545272,8/12/2025
ARG,Argentina,BGD,0.018150459,8/12/2025
ARG,Argentina,TUR,0.019154265,8/12/2025
ARG,Argentina,MEX,0.024027915,8/12/2025
ARG,Argentina,KAZ,0.028079282,8/12/2025
ARG,Argentina,ROW,0.031813965,8/12/2025
ARG,Argentina,THA,0.031820739,8/12/2025
ARG,Argentina,IND,0.035631558,8/12/2025
ARG,Argentina,EGY,0.03881652,8/12/2025
ARG,Argentina,CHL,0.039276078,8/12/2025
ARG,Argentina,RUS,0.041090795,8/12/2025
ARG,Argentina,BRA,0.041627319,8/12/2025
ARG,Argentina,NOR,0.042908725,8/12/2025
ARG,Argentina,MAR,0.043737515,8/12/2025
ARG,Argentina,COD,0.053426369,8/12/2025
ARG,Argentina,MYS,0.053733873,8/12/2025
ARG,Argentina,UKR,0.053926495,8/12/2025
ARG,Argentina,KOR,0.059534663,8/12/2025
ARG,Argentina,CIV,0.060479852,8/12/2025
ARG,Argentina,ISR,0.066118745,8/12/2025
ARG,Argentina,CHE,0.06985665,8/12/2025
ARG,Argentina,MMR,0.0747718,8/12/2025
ARG,Argentina,PHL,0.086603169,8/12/2025
ARG,Argentina,KHM,0.08785165,8/12/2025
ARG,Argentina,AUS,0.088220759,8/12/2025
ARG,Argentina,BLR,0.097051865,8/12/2025
ARG,Argentina,VNM,0.113924463,8/12/2025
ARG,Argentina,ISL,0.127963927,8/12/2025
ARG,Argentina,NZL,0.130567083,8/12/2025
ARG,Argentina,CRI,0.152733221,8/12/2025
ARG,Argentina,TUN,0.457662803,8/12/2025
ARG,Argentina,AGO,0.874055118,8/12/2025
ARG,Argentina,BRN,1.569516875,8/12/2025
AUS,Australia,PAK,-0.226939506,8/12/2025
AUS,Australia,USA,-0.226079567,8/12/2025
AUS,Australia,BLR,-0.10521417,8/12/2025
AUS,Australia,LAO,-0.104944987,8/12/2025
AUS,Australia,RUS,-0.093643037,8/12/2025
AUS,Australia,NGA,-0.076584468,8/12/2025
AUS,Australia,CAN,-0.063917831,8/12/2025
AUS,Australia,COL,-0.054088644,8/12/2025
AUS,Australia,GBR,-0.048174126,8/12/2025
AUS,Australia,NOR,-0.042635849,8/12/2025
AUS,Australia,AGO,-0.039580751,8/12/2025
AUS,Australia,STP,-0.032295765,8/12/2025
AUS,Australia,SEN,-0.031733797,8/12/2025
AUS,Australia,COD,-0.02915368,8/12/2025
AUS,Australia,MEX,-0.0277573,8/12/2025
AUS,Australia,ROW,-0.027522173,8/12/2025
AUS,Australia,ARG,-0.023408311,8/12/2025
AUS,Australia,SAU,-0.022195923,8/12/2025
AUS,Australia,KAZ,-0.020269442,8/12/2025
AUS,Australia,UKR,-0.018511369,8/12/2025
AUS,Australia,PER,-0.018322484,8/12/2025
AUS,Australia,TUR,-0.016905303,8/12/2025
AUS,Australia,CHN,-0.012341821,8/12/2025
AUS,Australia,HKG,-0.011392484,8/12/2025
AUS,Australia,AUS,-0.009721094,8/12/2025
AUS,Australia,TUN,-0.006652964,8/12/2025
AUS,Australia,BRN,-0.006603647,8/12/2025
AUS,Australia,KHM,-0.005043477,8/12/2025
AUS,Australia,BGD,-0.004718318,8/12/2025
AUS,Australia,JPN,-0.004276791,8/12/2025
AUS,Australia,SGP,-0.004271324,8/12/2025
AUS,Australia,EU,-0.003338544,8/12/2025
AUS,Australia,TWN,-0.0021212,8/12/2025
AUS,Australia,CHL,0.00341545,8/12/2025
AUS,Australia,JOR,0.003644249,8/12/2025
AUS,Australia,ZAF,0.005197452,8/12/2025
AUS,Australia,CIV,0.006502582,8/12/2025
AUS,Australia,BRA,0.00794469,8/12/2025
AUS,Australia,ARE,0.010030653,8/12/2025
AUS,Australia,MAR,0.01495666,8/12/2025
AUS,Australia,KOR,0.014977822,8/12/2025
AUS,Australia,IDN,0.018622044,8/12/2025
AUS,Australia,THA,0.020929231,8/12/2025
AUS,Australia,MMR,0.021444365,8/12/2025
AUS,Australia,ISR,0.022472207,8/12/2025
AUS,Australia,MYS,0.022996707,8/12/2025
AUS,Australia,CHE,0.02734643,8/12/2025
AUS,Australia,CRI,0.031364204,8/12/2025
AUS,Australia,PHL,0.032458439,8/12/2025
AUS,Australia,VNM,0.037603454,8/12/2025
AUS,Australia,ISL,0.049691106,8/12/2025
AUS,Australia,IND,0.049966605,8/12/2025
AUS,Australia,EGY,0.062490062,8/12/2025
AUS,Australia,NZL,0.062784812,8/12/2025
AUS,Australia,CMR,0.105769942,8/12/2025
BGD,Bangladesh,CRI,-0.628310616,8/12/2025
BGD,Bangladesh,PAK,-0.342982592,8/12/2025
BGD,Bangladesh,USA,-0.278328492,8/12/2025
BGD,Bangladesh,EGY,-0.266300476,8/12/2025
BGD,Bangladesh,ISL,-0.241963174,8/12/2025
BGD,Bangladesh,UKR,-0.176157712,8/12/2025
BGD,Bangladesh,GBR,-0.167737701,8/12/2025
BGD,Bangladesh,KHM,-0.144774161,8/12/2025
BGD,Bangladesh,PER,-0.122931278,8/12/2025
BGD,Bangladesh,NGA,-0.115622592,8/12/2025
BGD,Bangladesh,PHL,-0.110409462,8/12/2025
BGD,Bangladesh,CAN,-0.108231235,8/12/2025
BGD,Bangladesh,LAO,-0.10332313,8/12/2025
BGD,Bangladesh,JOR,-0.095300404,8/12/2025
BGD,Bangladesh,BRN,-0.084398574,8/12/2025
BGD,Bangladesh,AGO,-0.072058587,8/12/2025
BGD,Bangladesh,KAZ,-0.061130979,8/12/2025
BGD,Bangladesh,SEN,-0.052709174,8/12/2025
BGD,Bangladesh,CMR,-0.045451322,8/12/2025
BGD,Bangladesh,STP,-0.044969514,8/12/2025
BGD,Bangladesh,SGP,-0.044310164,8/12/2025
BGD,Bangladesh,HKG,-0.03901151,8/12/2025
BGD,Bangladesh,SAU,-0.038427287,8/12/2025
BGD,Bangladesh,COD,-0.033071663,8/12/2025
BGD,Bangladesh,JPN,-0.031490827,8/12/2025
BGD,Bangladesh,ROW,-0.031285025,8/12/2025
BGD,Bangladesh,CHN,-0.030353199,8/12/2025
BGD,Bangladesh,RUS,-0.028457461,8/12/2025
BGD,Bangladesh,BLR,-0.025477417,8/12/2025
BGD,Bangladesh,AUS,-0.021605916,8/12/2025
BGD,Bangladesh,ZAF,-0.020404311,8/12/2025
BGD,Bangladesh,IND,-0.019320058,8/12/2025
BGD,Bangladesh,CIV,-0.019256051,8/12/2025
BGD,Bangladesh,EU,-0.017452263,8/12/2025
BGD,Bangladesh,NZL,-0.012376552,8/12/2025
BGD,Bangladesh,BGD,-0.010281297,8/12/2025
BGD,Bangladesh,ARG,-0.005471808,8/12/2025
BGD,Bangladesh,NOR,0.000993172,8/12/2025
BGD,Bangladesh,ARE,0.004509357,8/12/2025
BGD,Bangladesh,TUR,0.004921126,8/12/2025
BGD,Bangladesh,BRA,0.007434703,8/12/2025
BGD,Bangladesh,IDN,0.010933412,8/12/2025
BGD,Bangladesh,MAR,0.015460603,8/12/2025
BGD,Bangladesh,KOR,0.021654999,8/12/2025
BGD,Bangladesh,MEX,0.038864905,8/12/2025
BGD,Bangladesh,THA,0.050424805,8/12/2025
BGD,Bangladesh,TWN,0.058473896,8/12/2025
BGD,Bangladesh,CHE,0.063503398,8/12/2025
BGD,Bangladesh,TUN,0.102539661,8/12/2025
BGD,Bangladesh,MYS,0.146407528,8/12/2025
BGD,Bangladesh,MMR,0.516658863,8/12/2025
BGD,Bangladesh,COL,0.543648047,8/12/2025
BGD,Bangladesh,ISR,1.252403477,8/12/2025
BGD,Bangladesh,CHL,1.685061262,8/12/2025
BGD,Bangladesh,VNM,1.77457693,8/12/2025
BLR,Belarus,PAK,-0.186109198,8/12/2025
BLR,Belarus,USA,-0.160212596,8/12/2025
BLR,Belarus,COL,-0.068465842,8/12/2025
BLR,Belarus,CAN,-0.05605589,8/12/2025
BLR,Belarus,NGA,-0.050610841,8/12/2025
BLR,Belarus,LAO,-0.038636112,8/12/2025
BLR,Belarus,GBR,-0.038542036,8/12/2025
BLR,Belarus,AGO,-0.034783302,8/12/2025
BLR,Belarus,ARG,-0.029910986,8/12/2025
BLR,Belarus,STP,-0.029241281,8/12/2025
BLR,Belarus,CMR,-0.028834023,8/12/2025
BLR,Belarus,SAU,-0.024197554,8/12/2025
BLR,Belarus,ROW,-0.02388992,8/12/2025
BLR,Belarus,SEN,-0.023694231,8/12/2025
BLR,Belarus,NOR,-0.022804198,8/12/2025
BLR,Belarus,MEX,-0.021364631,8/12/2025
BLR,Belarus,KAZ,-0.019295652,8/12/2025
BLR,Belarus,UKR,-0.017950133,8/12/2025
BLR,Belarus,EGY,-0.016830203,8/12/2025
BLR,Belarus,PER,-0.016071208,8/12/2025
BLR,Belarus,IND,-0.015115541,8/12/2025
BLR,Belarus,CHN,-0.012152657,8/12/2025
BLR,Belarus,RUS,-0.011996022,8/12/2025
BLR,Belarus,BLR,-0.009449737,8/12/2025
BLR,Belarus,HKG,-0.008076946,8/12/2025
BLR,Belarus,AUS,-0.006713651,8/12/2025
BLR,Belarus,CHL,-0.006348772,8/12/2025
BLR,Belarus,TUN,-0.005834815,8/12/2025
BLR,Belarus,BRN,-0.005794088,8/12/2025
BLR,Belarus,COD,-0.00371694,8/12/2025
BLR,Belarus,JPN,-0.002499323,8/12/2025
BLR,Belarus,EU,-0.002045964,8/12/2025
BLR,Belarus,KHM,-0.000961688,8/12/2025
BLR,Belarus,SGP,-0.000912257,8/12/2025
BLR,Belarus,ARE,-0.000653368,8/12/2025
BLR,Belarus,ZAF,-0.000106722,8/12/2025
BLR,Belarus,TWN,0.003575518,8/12/2025
BLR,Belarus,TUR,0.003971612,8/12/2025
BLR,Belarus,CIV,0.004416057,8/12/2025
BLR,Belarus,JOR,0.007725512,8/12/2025
BLR,Belarus,BGD,0.007779803,8/12/2025
BLR,Belarus,MYS,0.007961091,8/12/2025
BLR,Belarus,ISL,0.008297049,8/12/2025
BLR,Belarus,IDN,0.015538223,8/12/2025
BLR,Belarus,BRA,0.019580491,8/12/2025
BLR,Belarus,MMR,0.022329294,8/12/2025
BLR,Belarus,KOR,0.024850659,8/12/2025
BLR,Belarus,CHE,0.024941269,8/12/2025
BLR,Belarus,PHL,0.029713575,8/12/2025
BLR,Belarus,CRI,0.031336973,8/12/2025
BLR,Belarus,ISR,0.037039935,8/12/2025
BLR,Belarus,THA,0.04164656,8/12/2025
BLR,Belarus,MAR,0.043482247,8/12/2025
BLR,Belarus,VNM,0.044842349,8/12/2025
BLR,Belarus,NZL,0.060288992,8/12/2025
BRA,Brazil,STP,-0.52593284,8/12/2025
BRA,Brazil,KAZ,-0.236154994,8/12/2025
BRA,Brazil,USA,-0.206523397,8/12/2025
BRA,Brazil,PAK,-0.165610725,8/12/2025
BRA,Brazil,MMR,-0.156095019,8/12/2025
BRA,Brazil,NGA,-0.121531109,8/12/2025
BRA,Brazil,NOR,-0.11838357,8/12/2025
BRA,Brazil,GBR,-0.117509583,8/12/2025
BRA,Brazil,EGY,-0.110624572,8/12/2025
BRA,Brazil,CIV,-0.108583184,8/12/2025
BRA,Brazil,CAN,-0.093780543,8/12/2025
BRA,Brazil,NZL,-0.086417341,8/12/2025
BRA,Brazil,CMR,-0.079496766,8/12/2025
BRA,Brazil,AUS,-0.074649408,8/12/2025
BRA,Brazil,BGD,-0.072964495,8/12/2025
BRA,Brazil,COL,-0.069672308,8/12/2025
BRA,Brazil,AGO,-0.068589798,8/12/2025
BRA,Brazil,SAU,-0.067612895,8/12/2025
BRA,Brazil,ARE,-0.067123124,8/12/2025
BRA,Brazil,ARG,-0.065030617,8/12/2025
BRA,Brazil,ROW,-0.052806734,8/12/2025
BRA,Brazil,LAO,-0.051625341,8/12/2025
BRA,Brazil,IND,-0.049600566,8/12/2025
BRA,Brazil,PER,-0.048295569,8/12/2025
BRA,Brazil,IDN,-0.045471679,8/12/2025
BRA,Brazil,CHL,-0.043980772,8/12/2025
BRA,Brazil,HKG,-0.042318973,8/12/2025
BRA,Brazil,RUS,-0.041190284,8/12/2025
BRA,Brazil,EU,-0.040236467,8/12/2025
BRA,Brazil,SEN,-0.038926578,8/12/2025
BRA,Brazil,BRN,-0.038581486,8/12/2025
BRA,Brazil,KHM,-0.037998922,8/12/2025
BRA,Brazil,MEX,-0.037299894,8/12/2025
BRA,Brazil,BLR,-0.036707007,8/12/2025
BRA,Brazil,CHN,-0.035918139,8/12/2025
BRA,Brazil,TUN,-0.029408691,8/12/2025
BRA,Brazil,ZAF,-0.026779136,8/12/2025
BRA,Brazil,TWN,-0.024390176,8/12/2025
BRA,Brazil,MAR,-0.020660848,8/12/2025
BRA,Brazil,JPN,-0.019991746,8/12/2025
BRA,Brazil,PHL,-0.018148538,8/12/2025
BRA,Brazil,CRI,-0.013987481,8/12/2025
BRA,Brazil,THA,-0.013612914,8/12/2025
BRA,Brazil,BRA,-0.011676591,8/12/2025
BRA,Brazil,TUR,-0.008621252,8/12/2025
BRA,Brazil,JOR,-0.008595853,8/12/2025
BRA,Brazil,MYS,-0.008072686,8/12/2025
BRA,Brazil,ISR,-0.000852809,8/12/2025
BRA,Brazil,KOR,-0.000182503,8/12/2025
BRA,Brazil,CHE,0.00095478,8/12/2025
BRA,Brazil,VNM,0.015194824,8/12/2025
BRA,Brazil,ISL,0.016849318,8/12/2025
BRA,Brazil,SGP,0.060830294,8/12/2025
BRA,Brazil,UKR,0.075187406,8/12/2025
BRA,Brazil,COD,0.375641142,8/12/2025
BRN,Brunei Darussalam,PAK,-0.37586732,8/12/2025
BRN,Brunei Darussalam,USA,-0.156475155,8/12/2025
BRN,Brunei Darussalam,COL,-0.149411486,8/12/2025
BRN,Brunei Darussalam,SAU,-0.084832138,8/12/2025
BRN,Brunei Darussalam,NOR,-0.069577424,8/12/2025
BRN,Brunei Darussalam,ARG,-0.068243075,8/12/2025
BRN,Brunei Darussalam,LAO,-0.061692576,8/12/2025
BRN,Brunei Darussalam,AGO,-0.058760453,8/12/2025
BRN,Brunei Darussalam,CAN,-0.057332119,8/12/2025
BRN,Brunei Darussalam,ROW,-0.055470787,8/12/2025
BRN,Brunei Darussalam,KAZ,-0.055181203,8/12/2025
BRN,Brunei Darussalam,NGA,-0.043140825,8/12/2025
BRN,Brunei Darussalam,RUS,-0.036939445,8/12/2025
BRN,Brunei Darussalam,STP,-0.034927019,8/12/2025
BRN,Brunei Darussalam,UKR,-0.028431965,8/12/2025
BRN,Brunei Darussalam,GBR,-0.028197337,8/12/2025
BRN,Brunei Darussalam,SEN,-0.025424503,8/12/2025
BRN,Brunei Darussalam,EGY,-0.02535785,8/12/2025
BRN,Brunei Darussalam,MEX,-0.024438504,8/12/2025
BRN,Brunei Darussalam,PER,-0.021091779,8/12/2025
BRN,Brunei Darussalam,IND,-0.017991297,8/12/2025
BRN,Brunei Darussalam,CHN,-0.015055988,8/12/2025
BRN,Brunei Darussalam,BLR,-0.013056863,8/12/2025
BRN,Brunei Darussalam,HKG,-0.011784011,8/12/2025
BRN,Brunei Darussalam,AUS,-0.011165962,8/12/2025
BRN,Brunei Darussalam,CHL,-0.011052738,8/12/2025
BRN,Brunei Darussalam,TUN,-0.010680007,8/12/2025
BRN,Brunei Darussalam,BRN,-0.010555856,8/12/2025
BRN,Brunei Darussalam,COD,-0.008749998,8/12/2025
BRN,Brunei Darussalam,BRA,-0.007011626,8/12/2025
BRN,Brunei Darussalam,ZAF,-0.005983493,8/12/2025
BRN,Brunei Darussalam,SGP,-0.005762504,8/12/2025
BRN,Brunei Darussalam,JPN,-0.004449253,8/12/2025
BRN,Brunei Darussalam,CMR,-0.004287378,8/12/2025
BRN,Brunei Darussalam,CIV,-0.003768587,8/12/2025
BRN,Brunei Darussalam,KHM,-0.003462994,8/12/2025
BRN,Brunei Darussalam,BGD,-0.002527909,8/12/2025
BRN,Brunei Darussalam,TWN,-0.001765427,8/12/2025
BRN,Brunei Darussalam,JOR,0.002541151,8/12/2025
BRN,Brunei Darussalam,EU,0.008756483,8/12/2025
BRN,Brunei Darussalam,TUR,0.013817637,8/12/2025
BRN,Brunei Darussalam,MAR,0.014371871,8/12/2025
BRN,Brunei Darussalam,ISL,0.019082042,8/12/2025
BRN,Brunei Darussalam,MMR,0.019367029,8/12/2025
BRN,Brunei Darussalam,ARE,0.022496467,8/12/2025
BRN,Brunei Darussalam,CHE,0.023203199,8/12/2025
BRN,Brunei Darussalam,CRI,0.024724913,8/12/2025
BRN,Brunei Darussalam,KOR,0.024847768,8/12/2025
BRN,Brunei Darussalam,ISR,0.035903652,8/12/2025
BRN,Brunei Darussalam,MYS,0.040744322,8/12/2025
BRN,Brunei Darussalam,IDN,0.044110123,8/12/2025
BRN,Brunei Darussalam,NZL,0.056249591,8/12/2025
BRN,Brunei Darussalam,THA,0.074515111,8/12/2025
BRN,Brunei Darussalam,PHL,0.090178728,8/12/2025
BRN,Brunei Darussalam,VNM,0.156223372,8/12/2025
CAN,Canada,USA,-0.330636417,8/12/2025
CAN,Canada,PAK,-0.165208648,8/12/2025
CAN,Canada,CAN,0.0152567,8/12/2025
CAN,Canada,EU,0.019579135,8/12/2025
CAN,Canada,ARG,0.029509359,8/12/2025
CAN,Canada,AGO,0.032220158,8/12/2025
CAN,Canada,LAO,0.032352868,8/12/2025
CAN,Canada,GBR,0.033710604,8/12/2025
CAN,Canada,KHM,0.036093375,8/12/2025
CAN,Canada,ROW,0.03629899,8/12/2025
CAN,Canada,CHN,0.040264627,8/12/2025
CAN,Canada,CMR,0.04678856,8/12/2025
CAN,Canada,ARE,0.052211411,8/12/2025
CAN,Canada,IND,0.05231271,8/12/2025
CAN,Canada,BGD,0.053356268,8/12/2025
CAN,Canada,MEX,0.054015745,8/12/2025
CAN,Canada,COL,0.054763842,8/12/2025
CAN,Canada,STP,0.055450906,8/12/2025
CAN,Canada,SEN,0.056300077,8/12/2025
CAN,Canada,UKR,0.058380877,8/12/2025
CAN,Canada,IDN,0.058985221,8/12/2025
CAN,Canada,TWN,0.061528565,8/12/2025
CAN,Canada,TUR,0.062846613,8/12/2025
CAN,Canada,KAZ,0.063428425,8/12/2025
